Serial Number,Zone_ID,ID_Campagne_Vaccination,Region,District,Aire_de_sante,Nom_du_site,ID_Site,date_debut_enregistrement,GPS_Lat,GPS_Long,Trajet_Km,Niveau_accessibilite,Moyen_transport,Immatriculation_vehicule,Carte_grise,Nom_chauffeur,Permis_conduire,Statut_site,ID_Superviseur,Nom_Superviseur,ID_Agent_Sante,Nom_Agent_Sante,Profession_Agent,Fonction_Agent,Experience_Vaccination,Annees_Experience,Formation_Specifique,Approbation_Formation_Superviseur,ID_Materiel,Nom_materiel,Type_materiel,Stock_Depart,Stock_transporte,Materiel_Fonctionnel,Nom_Demandeur,Temperature_Conservation,Date_Transport,Lieu_Depart,Lieu_Arrivee,Date_Arrivee,Nom_Receveur,Stock_Restant,Rupture_Stock,Date_fin_enregistrement
710,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-06,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,935,Essama Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Non,2,Thermos,Froid,115,74,Non,Mouafo Franck,6.0,2025-06-04,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-06,Essama Victor,39,Non,2025-08-03
711,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-06,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,935,Essama Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,122,32,Oui,Mouafo Franck,N/A,2025-06-05,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-07,Essama Victor,30,Non,2025-08-03
712,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-06,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,935,Essama Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Non,4,Carnets,Papeterie,112,56,Oui,Mouafo Franck,N/A,2025-06-03,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-04,Essama Victor,28,Non,2025-08-03
713,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-07,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,365,Ngassa Paul,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,1,Glacière,Froid,187,141,Non,Mouafo Franck,3.8,2025-06-05,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-07,Ngassa Paul,55,Non,2025-08-07
714,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-07,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,365,Ngassa Paul,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,2,Thermos,Froid,102,100,Non,Mouafo Franck,7.2,2025-06-05,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-07,Ngassa Paul,7,Non,2025-08-07
715,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-07,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,365,Ngassa Paul,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,142,129,Non,Mouafo Franck,N/A,2025-06-04,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-05,Ngassa Paul,61,Non,2025-08-07
716,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-07,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,365,Ngassa Paul,Aide-soignant,Enregistreur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,128,44,Non,Mouafo Franck,N/A,2025-06-05,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-07,Ngassa Paul,33,Non,2025-08-07
717,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-03,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,551,Mebenga Patrick,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,1,Glacière,Froid,52,40,Oui,Mouafo Franck,4.9,2025-05-31,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-01,Mebenga Patrick,15,Non,2025-07-30
718,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-03,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,551,Mebenga Patrick,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,2,Thermos,Froid,163,62,Non,Mouafo Franck,6.3,2025-06-02,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-04,Mebenga Patrick,7,Non,2025-07-30
719,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-03,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,551,Mebenga Patrick,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,83,82,Non,Mouafo Franck,N/A,2025-06-01,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-03,Mebenga Patrick,71,Non,2025-07-30
720,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,CSI Etoug-Ebe,CEN-ETOU-01,2025-06-03,3.870499,11.44987,42,Moyen,Piéton,N/A,N/A,N/A,N/A,Inactif,2,Mouafo Franck,551,Mebenga Patrick,Relais communautaire,Mobilisateur,Non,0,Rougeole,Non,4,Carnets,Papeterie,73,28,Oui,Mouafo Franck,N/A,2025-06-01,Depot Central Yaoundé 1,CSI Etoug-Ebe,2025-06-03,Mebenga Patrick,0,Oui,2025-07-30
721,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-02,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,977,Essama Claire,Médecin,Vaccinateur,Oui,1,Rougeole,Non,1,Glacière,Froid,81,11,Non,Mouafo Franck,5.8,2025-06-01,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-02,Essama Claire,9,Non,2025-07-28
722,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-02,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,977,Essama Claire,Médecin,Vaccinateur,Oui,1,Rougeole,Non,2,Thermos,Froid,181,165,Non,Mouafo Franck,2.9,2025-05-31,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-02,Essama Claire,89,Non,2025-07-28
723,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-02,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,977,Essama Claire,Médecin,Vaccinateur,Oui,1,Rougeole,Non,3,Kit seringues,Consumable,52,50,Non,Mouafo Franck,N/A,2025-05-30,Depot Central Yaoundé 1,HD Yaoundé VI,2025-05-31,Essama Claire,21,Non,2025-07-28
724,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-02,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,977,Essama Claire,Médecin,Vaccinateur,Oui,1,Rougeole,Non,4,Carnets,Papeterie,116,11,Non,Mouafo Franck,N/A,2025-05-30,Depot Central Yaoundé 1,HD Yaoundé VI,2025-05-31,Essama Claire,10,Non,2025-07-28
725,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-26,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,696,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,1,Glacière,Froid,184,38,Oui,Mouafo Franck,4.1,2025-06-23,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-25,Nguimdo Sandrine,13,Non,2025-08-27
726,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-26,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,696,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,2,Thermos,Froid,143,88,Oui,Mouafo Franck,4.5,2025-06-25,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-27,Nguimdo Sandrine,12,Non,2025-08-27
727,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-26,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,696,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,191,186,Non,Mouafo Franck,N/A,2025-06-23,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-24,Nguimdo Sandrine,124,Non,2025-08-27
728,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-26,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,696,Nguimdo Sandrine,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,4,Carnets,Papeterie,187,21,Non,Mouafo Franck,N/A,2025-06-24,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-26,Nguimdo Sandrine,0,Oui,2025-08-27
729,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-27,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,897,Mballa Joseph,Relais communautaire,Mobilisateur,Oui,5,Rougeole,Non,1,Glacière,Froid,129,30,Oui,Mouafo Franck,7.0,2025-06-25,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-27,Mballa Joseph,16,Non,2025-08-29
730,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-27,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,897,Mballa Joseph,Relais communautaire,Mobilisateur,Oui,5,Rougeole,Non,2,Thermos,Froid,148,33,Oui,Mouafo Franck,3.9,2025-06-25,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-27,Mballa Joseph,11,Non,2025-08-29
731,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-27,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,897,Mballa Joseph,Relais communautaire,Mobilisateur,Oui,5,Rougeole,Non,3,Kit seringues,Consumable,74,42,Oui,Mouafo Franck,N/A,2025-06-24,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-26,Mballa Joseph,34,Non,2025-08-29
732,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Etoug-Ebe,HD Yaoundé VI,CEN-YAOU-05,2025-06-27,3.799437,11.549445,5,Difficile,Moto,N/A,N/A,N/A,N/A,Actif,2,Mouafo Franck,897,Mballa Joseph,Relais communautaire,Mobilisateur,Oui,5,Rougeole,Non,4,Carnets,Papeterie,62,27,Oui,Mouafo Franck,N/A,2025-06-24,Depot Central Yaoundé 1,HD Yaoundé VI,2025-06-25,Mballa Joseph,0,Oui,2025-08-29
733,Zone C,POL-032024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-03-17,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,608,Nguimdo Jean,Infirmier,Vaccinateur,Non,0,Polio,Non,1,Glacière,Froid,140,30,Non,Mouafo Franck,2.0,2024-03-15,Depot Central Yaoundé 1,CSI Mvan,2024-03-16,Nguimdo Jean,6,Non,2024-05-17
734,Zone C,POL-032024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-03-17,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,608,Nguimdo Jean,Infirmier,Vaccinateur,Non,0,Polio,Non,2,Thermos,Froid,75,48,Non,Mouafo Franck,3.6,2024-03-14,Depot Central Yaoundé 1,CSI Mvan,2024-03-16,Nguimdo Jean,19,Non,2024-05-17
735,Zone C,POL-032024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-03-17,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,608,Nguimdo Jean,Infirmier,Vaccinateur,Non,0,Polio,Non,3,Kit seringues,Consumable,52,44,Non,Mouafo Franck,N/A,2024-03-16,Depot Central Yaoundé 1,CSI Mvan,2024-03-17,Nguimdo Jean,9,Non,2024-05-17
736,Zone C,POL-032024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-03-17,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,608,Nguimdo Jean,Infirmier,Vaccinateur,Non,0,Polio,Non,4,Carnets,Papeterie,171,50,Oui,Mouafo Franck,N/A,2024-03-16,Depot Central Yaoundé 1,CSI Mvan,2024-03-17,Nguimdo Jean,32,Non,2024-05-17
737,Zone C,RUB-122024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-12-12,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,187,Fotsing David,Aide-soignant,Enregistreur,Non,0,Rubéole,Non,1,Glacière,Froid,159,133,Non,Mouafo Franck,5.0,2024-12-10,Depot Central Yaoundé 1,CSI Mvan,2024-12-11,Fotsing David,90,Non,2025-02-12
738,Zone C,RUB-122024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-12-12,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,187,Fotsing David,Aide-soignant,Enregistreur,Non,0,Rubéole,Non,2,Thermos,Froid,184,110,Non,Mouafo Franck,3.0,2024-12-10,Depot Central Yaoundé 1,CSI Mvan,2024-12-11,Fotsing David,68,Non,2025-02-12
739,Zone C,RUB-122024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-12-12,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,187,Fotsing David,Aide-soignant,Enregistreur,Non,0,Rubéole,Non,3,Kit seringues,Consumable,67,25,Oui,Mouafo Franck,N/A,2024-12-09,Depot Central Yaoundé 1,CSI Mvan,2024-12-11,Fotsing David,0,Oui,2025-02-12
740,Zone C,RUB-122024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-12-12,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,187,Fotsing David,Aide-soignant,Enregistreur,Non,0,Rubéole,Non,4,Carnets,Papeterie,162,64,Oui,Mouafo Franck,N/A,2024-12-11,Depot Central Yaoundé 1,CSI Mvan,2024-12-12,Fotsing David,13,Non,2025-02-12
741,Zone C,POL-032024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-03-24,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,144,Mebenga Patrick,Relais communautaire,Mobilisateur,Non,0,Polio,Non,1,Glacière,Froid,94,35,Oui,Mouafo Franck,3.0,2024-03-21,Depot Central Yaoundé 1,CSI Mvan,2024-03-22,Mebenga Patrick,28,Non,2024-05-28
742,Zone C,POL-032024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-03-24,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,144,Mebenga Patrick,Relais communautaire,Mobilisateur,Non,0,Polio,Non,2,Thermos,Froid,97,88,Non,Mouafo Franck,7.8,2024-03-21,Depot Central Yaoundé 1,CSI Mvan,2024-03-22,Mebenga Patrick,75,Non,2024-05-28
743,Zone C,POL-032024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-03-24,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,144,Mebenga Patrick,Relais communautaire,Mobilisateur,Non,0,Polio,Non,3,Kit seringues,Consumable,85,49,Non,Mouafo Franck,N/A,2024-03-21,Depot Central Yaoundé 1,CSI Mvan,2024-03-23,Mebenga Patrick,28,Non,2024-05-28
744,Zone C,POL-032024-CEN,Centre,Yaoundé VI,Mvan,CSI Mvan,CEN-MVAN-01,2024-03-24,3.77326,11.504787,3,Facile,Moto,N/A,N/A,N/A,N/A,Temporaire,2,Mouafo Franck,144,Mebenga Patrick,Relais communautaire,Mobilisateur,Non,0,Polio,Non,4,Carnets,Papeterie,155,108,Non,Mouafo Franck,N/A,2024-03-23,Depot Central Yaoundé 1,CSI Mvan,2024-03-25,Mebenga Patrick,71,Non,2024-05-28
745,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-28,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,284,Nkongho Samuel,Infirmier,Vaccinateur,Non,0,Rougeole,Non,1,Glacière,Froid,160,151,Oui,Mouafo Franck,3.2,2025-06-27,Depot Central Yaoundé 1,Marché Mvan,2025-06-28,Nkongho Samuel,45,Non,2025-08-22
746,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-28,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,284,Nkongho Samuel,Infirmier,Vaccinateur,Non,0,Rougeole,Non,2,Thermos,Froid,113,19,Oui,Mouafo Franck,3.9,2025-06-25,Depot Central Yaoundé 1,Marché Mvan,2025-06-27,Nkongho Samuel,14,Non,2025-08-22
747,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-28,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,284,Nkongho Samuel,Infirmier,Vaccinateur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,185,60,Oui,Mouafo Franck,N/A,2025-06-27,Depot Central Yaoundé 1,Marché Mvan,2025-06-28,Nkongho Samuel,14,Non,2025-08-22
748,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-28,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,284,Nkongho Samuel,Infirmier,Vaccinateur,Non,0,Rougeole,Non,4,Carnets,Papeterie,151,112,Non,Mouafo Franck,N/A,2025-06-27,Depot Central Yaoundé 1,Marché Mvan,2025-06-28,Nkongho Samuel,55,Non,2025-08-22
749,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-02,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,747,Essama Victor,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,1,Glacière,Froid,88,74,Oui,Mouafo Franck,5.7,2025-05-31,Depot Central Yaoundé 1,Marché Mvan,2025-06-02,Essama Victor,29,Non,2025-07-30
750,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-02,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,747,Essama Victor,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,2,Thermos,Froid,114,106,Non,Mouafo Franck,3.9,2025-06-01,Depot Central Yaoundé 1,Marché Mvan,2025-06-02,Essama Victor,19,Non,2025-07-30
751,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-02,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,747,Essama Victor,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,80,19,Non,Mouafo Franck,N/A,2025-06-01,Depot Central Yaoundé 1,Marché Mvan,2025-06-02,Essama Victor,16,Non,2025-07-30
752,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-02,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,747,Essama Victor,Aide-soignant,Enregistreur,Non,0,Rougeole,Non,4,Carnets,Papeterie,177,105,Oui,Mouafo Franck,N/A,2025-05-31,Depot Central Yaoundé 1,Marché Mvan,2025-06-01,Essama Victor,28,Non,2025-07-30
753,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-16,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,860,Nji Jean,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,1,Glacière,Froid,71,68,Non,Mouafo Franck,3.7,2025-06-13,Depot Central Yaoundé 1,Marché Mvan,2025-06-14,Nji Jean,45,Non,2025-08-09
754,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-16,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,860,Nji Jean,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,2,Thermos,Froid,103,70,Oui,Mouafo Franck,7.0,2025-06-13,Depot Central Yaoundé 1,Marché Mvan,2025-06-14,Nji Jean,36,Non,2025-08-09
755,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-16,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,860,Nji Jean,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,3,Kit seringues,Consumable,88,73,Non,Mouafo Franck,N/A,2025-06-15,Depot Central Yaoundé 1,Marché Mvan,2025-06-17,Nji Jean,63,Non,2025-08-09
756,Zone C,ROU-062025-CEN,Centre,Yaoundé VI,Mvan,Marché Mvan,CEN-MVAN-02,2025-06-16,3.863303,11.411095,34,Difficile,Voiture,SC 8915 XQ,Non,Tchinda Jules,Oui,Actif,2,Mouafo Franck,860,Nji Jean,Relais communautaire,Mobilisateur,Non,0,Rougeole,Oui,4,Carnets,Papeterie,92,22,Oui,Mouafo Franck,N/A,2025-06-13,Depot Central Yaoundé 1,Marché Mvan,2025-06-14,Nji Jean,0,Oui,2025-08-09
757,Zone D,ROU-062025-CEN,Centre,Yaoundé VII,Nkolbisson,CSI Nkolbisson,CEN-NKOL-02,2025-06-20,3.810451,11.561869,25,Moyen,Voiture,DR 1351 LE,Non,Njoumou Jacques,Non,Inactif,2,Mouafo Franck,149,Nkeng Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Non,1,Glacière,Froid,73,42,Non,Mouafo Franck,2.5,2025-06-18,Depot Central Yaoundé 1,CSI Nkolbisson,2025-06-20,Nkeng Victor,37,Non,2025-08-22
758,Zone D,ROU-062025-CEN,Centre,Yaoundé VII,Nkolbisson,CSI Nkolbisson,CEN-NKOL-02,2025-06-20,3.810451,11.561869,25,Moyen,Voiture,DR 1351 LE,Non,Njoumou Jacques,Non,Inactif,2,Mouafo Franck,149,Nkeng Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Non,2,Thermos,Froid,135,64,Oui,Mouafo Franck,7.3,2025-06-17,Depot Central Yaoundé 1,CSI Nkolbisson,2025-06-18,Nkeng Victor,30,Non,2025-08-22
759,Zone D,ROU-062025-CEN,Centre,Yaoundé VII,Nkolbisson,CSI Nkolbisson,CEN-NKOL-02,2025-06-20,3.810451,11.561869,25,Moyen,Voiture,DR 1351 LE,Non,Njoumou Jacques,Non,Inactif,2,Mouafo Franck,149,Nkeng Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Non,3,Kit seringues,Consumable,127,19,Oui,Mouafo Franck,N/A,2025-06-18,Depot Central Yaoundé 1,CSI Nkolbisson,2025-06-20,Nkeng Victor,15,Non,2025-08-22
760,Zone D,ROU-062025-CEN,Centre,Yaoundé VII,Nkolbisson,CSI Nkolbisson,CEN-NKOL-02,2025-06-20,3.810451,11.561869,25,Moyen,Voiture,DR 1351 LE,Non,Njoumou Jacques,Non,Inactif,2,Mouafo Franck,149,Nkeng Victor,Infirmier,Vaccinateur,Non,0,Rougeole,Non,4,Carnets,Papeterie,198,43,Oui,Mouafo Franck,N/A,2025-06-18,Depot Central Yaoundé 1,CSI Nkolbisson,2025-06-19,Nkeng Victor,32,Non,2025-08-22
761,Zone D,POL-032024-CEN,Centre,Yaoundé VII,Nkolbisson,CSI Nkolbisson,CEN-NKOL-02,2024-03-10,3.810451,11.561869,25,Moyen,Voiture,DR 1351 LE,Non,Njoumou Jacques,Non,Inactif,2,Mouafo Franck,361,Fotsing Claire,Aide-soignant,Enregistreur,Non,0,Polio,Non,1,Glacière,Froid,64,45,Oui,Mouafo Franck,7.0,2024-03-09,Depot Central Yaoundé 1,CSI Nkolbisson,2024-03-11,Fotsing Claire,38,Non,2024-05-10
762,Zone D,POL-032024-CEN,Centre,Yaoundé VII,Nkolbisson,CSI Nkolbisson,CEN-NKOL-02,2024-03-10,3.810451,11.561869,25,Moyen,Voiture,DR 1351 LE,Non,Njoumou Jacques,Non,Inactif,2,Mouafo Franck,361,Fotsing Claire,Aide-soignant,Enregistreur,Non,0,Polio,Non,2,Thermos,Froid,186,47,Oui,Mouafo Franck,6.3,2024-03-07,Depot Central Yaoundé 1,CSI Nkolbisson,2024-03-08,Fotsing Claire,15,Non,2024-05-10
